timestamp,authentication,organizationId,tag,possibleSubListString,status,topId,isInPossibleSubList,isInInferredIds,isInferredIdInSubList,inferredIdsString,distanceVal,thresholdVal,isGooddistanceVal,worker,opThreshold,secondChanceTopId
20220411041145,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411131145,,SEARCH_FACE_SUCCESS,1b7eb9d6-0f29-44c7-b738-b99e2eb584cd,0,0,0,,99.97852325,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411042024,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411132023,,SEARCH_FACE_SUCCESS,d6b6d2e0-f4c6-40f4-8a5d-16fded2ee799,0,0,0,,99.9992981,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411042024,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411132023,,SEARCH_FACE_SUCCESS,d6b6d2e0-f4c6-40f4-8a5d-16fded2ee799,0,0,0,,99.99434662,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411042024,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411132023,,SEARCH_FACE_SUCCESS,d6b6d2e0-f4c6-40f4-8a5d-16fded2ee799,0,0,0,,99.99958038,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045541,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135541,,SEARCH_FACE_SUCCESS,79b95348-9788-4c43-b551-3961ffabb443,0,0,0,,99.99884033,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045542,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135541,,SEARCH_FACE_SUCCESS,79b95348-9788-4c43-b551-3961ffabb443,0,0,0,,99.99851227,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045542,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135541,,SEARCH_FACE_SUCCESS,79b95348-9788-4c43-b551-3961ffabb443,0,0,0,,99.99715424,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045603,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135603,,SEARCH_FACE_SUCCESS,919baeed-f56f-4c50-81b9-3363092b1ee2,0,0,0,,99.35015106,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045603,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135603,,SEARCH_FACE_SUCCESS,919baeed-f56f-4c50-81b9-3363092b1ee2,0,0,0,,99.54314423,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045603,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135603,,SEARCH_FACE_SUCCESS,919baeed-f56f-4c50-81b9-3363092b1ee2,0,0,0,,99.6953125,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045920,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135920,,SEARCH_FACE_SUCCESS,05a3cb4f-f2d5-4039-bccc-63f2ea632796,0,0,0,,99.99848938,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045920,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135920,,SEARCH_FACE_SUCCESS,05a3cb4f-f2d5-4039-bccc-63f2ea632796,0,0,0,,99.99753571,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045920,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135920,,SEARCH_FACE_SUCCESS,05a3cb4f-f2d5-4039-bccc-63f2ea632796,0,0,0,,99.98757935,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045938,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135938,,SEARCH_FACE_SUCCESS,563bb07d-dd1b-4c24-87f8-bcc41f5ffe99,0,0,0,,99.99642181,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411045939,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411135938,,SEARCH_FACE_SUCCESS,563bb07d-dd1b-4c24-87f8-bcc41f5ffe99,0,0,0,,99.99768829,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411063140,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411153140,,SEARCH_FACE_SUCCESS,84b68341-3c0d-4c87-bf76-53d41ea5e234,0,0,0,,99.98462677,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411063140,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411153140,,SEARCH_FACE_SUCCESS,84b68341-3c0d-4c87-bf76-53d41ea5e234,0,0,0,,99.95687866,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411063140,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411153140,,FACE_NOT_FOUND,null,0,0,0,,-1,99,0,worker-AWS_FACE_REKOGNITION,,null
20220411063147,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411153147,,SEARCH_FACE_SUCCESS,84b68341-3c0d-4c87-bf76-53d41ea5e234,0,0,0,,99.71214294,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411065545,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411155544,,SEARCH_FACE_SUCCESS,9728a198-b7b8-407f-914a-d6cd461fd842,0,0,0,,99.62693024,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411065545,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411155544,,SEARCH_FACE_SUCCESS,9728a198-b7b8-407f-914a-d6cd461fd842,0,0,0,,99.99584198,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411065545,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411155544,,SEARCH_FACE_SUCCESS,9728a198-b7b8-407f-914a-d6cd461fd842,0,0,0,,99.99960327,99,1,worker-AWS_FACE_REKOGNITION,,null
20220411065614,authentication,6,kurosupo-register-1-1-faceAuthV4-20220411155613,,SEARCH_FACE_SUCCESS,a2586571-1bd2-424f-82dc-795b32d8d4ab,0,0,0,,99.96386719,99,1,worker-AWS_FACE_REKOGNITION,,null
