timestamp,authentication,organizationId,tag,possibleSubListString,status,topId,isInPossibleSubList,isInInferredIds,isInferredIdInSubList,inferredIdsString,distanceVal,thresholdVal,isGooddistanceVal,worker,opThreshold,secondChanceTopId
20220408033222,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408123221,,SEARCH_FACE_SUCCESS,56391a71-6bb3-4aba-b3fb-b1ae62d56a8d,0,0,0,,99.99934387,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408033222,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408123221,,SEARCH_FACE_SUCCESS,56391a71-6bb3-4aba-b3fb-b1ae62d56a8d,0,0,0,,99.99976349,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408033222,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408123222,,SEARCH_FACE_SUCCESS,56391a71-6bb3-4aba-b3fb-b1ae62d56a8d,0,0,0,,99.99353027,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408033222,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408123221,,SEARCH_FACE_SUCCESS,56391a71-6bb3-4aba-b3fb-b1ae62d56a8d,0,0,0,,99.98382568,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408035248,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408125247,,SEARCH_FACE_SUCCESS,abcacf90-4a6b-4ce9-a8b7-64b45b01ba10,0,0,0,,99.99992371,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408035248,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408125247,,SEARCH_FACE_SUCCESS,abcacf90-4a6b-4ce9-a8b7-64b45b01ba10,0,0,0,,99.9993515,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408035248,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408125247,,SEARCH_FACE_SUCCESS,abcacf90-4a6b-4ce9-a8b7-64b45b01ba10,0,0,0,,99.99987793,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408040147,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408130146,,SEARCH_FACE_SUCCESS,7bdbb698-e7ac-4dc1-8427-227bdfaf30a8,0,0,0,,99.6486969,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408040147,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408130146,,SEARCH_FACE_SUCCESS,7bdbb698-e7ac-4dc1-8427-227bdfaf30a8,0,0,0,,99.78137207,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408041526,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408131526,,SEARCH_FACE_SUCCESS,20f7b596-0e9b-4754-8d07-6c76a8fa3d58,0,0,0,,99.97622681,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408041526,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408131526,,SEARCH_FACE_SUCCESS,20f7b596-0e9b-4754-8d07-6c76a8fa3d58,0,0,0,,99.99846649,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408041526,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408131526,,SEARCH_FACE_SUCCESS,20f7b596-0e9b-4754-8d07-6c76a8fa3d58,0,0,0,,99.99878693,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408043639,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408133639,,SEARCH_FACE_SUCCESS,3bc5e0e9-b5a5-422d-9b49-c239f0671a54,0,0,0,,99.99979401,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408043639,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408133639,,SEARCH_FACE_SUCCESS,3bc5e0e9-b5a5-422d-9b49-c239f0671a54,0,0,0,,99.99980927,99,1,worker-AWS_FACE_REKOGNITION,,null
20220408043639,authentication,6,kurosupo-register-1-1-faceAuthV4-20220408133639,,SEARCH_FACE_SUCCESS,3bc5e0e9-b5a5-422d-9b49-c239f0671a54,0,0,0,,99.99988556,99,1,worker-AWS_FACE_REKOGNITION,,null
