timestamp,authentication,organizationId,tag,possibleSubListString,status,topId,isInPossibleSubList,isInInferredIds,isInferredIdInSubList,inferredIdsString,distanceVal,thresholdVal,isGooddistanceVal,worker,opThreshold,secondChanceTopId
20220410000007,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090007,,SEARCH_FACE_SUCCESS,cbca6a7b-78ca-4aeb-9ed0-966e254a5bc0,0,0,0,,99.94298553,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000007,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090007,,SEARCH_FACE_SUCCESS,cbca6a7b-78ca-4aeb-9ed0-966e254a5bc0,0,0,0,,99.99681091,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000008,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090007,,SEARCH_FACE_SUCCESS,cbca6a7b-78ca-4aeb-9ed0-966e254a5bc0,0,0,0,,99.99832916,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000323,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090323,,FACE_NOT_FOUND,null,0,0,0,,-1,99,0,worker-AWS_FACE_REKOGNITION,,null
20220410000323,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090323,,FACE_NOT_FOUND,null,0,0,0,,-1,99,0,worker-AWS_FACE_REKOGNITION,,null
20220410000327,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090326,,FACE_NOT_FOUND,null,0,0,0,,-1,99,0,worker-AWS_FACE_REKOGNITION,,null
20220410000327,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090326,,SEARCH_FACE_SUCCESS,aeec2592-e029-45f1-bc8e-93f3a30f0250,0,0,0,,99.27622986,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000327,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090326,,SEARCH_FACE_SUCCESS,aeec2592-e029-45f1-bc8e-93f3a30f0250,0,0,0,,99.91993713,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000350,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090350,,SEARCH_FACE_SUCCESS,4235252d-f365-4317-86bc-6bbc3270217c,0,0,0,,99.89121246,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000350,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090350,,SEARCH_FACE_SUCCESS,4235252d-f365-4317-86bc-6bbc3270217c,0,0,0,,99.98451996,99,1,worker-AWS_FACE_REKOGNITION,,null
20220410000351,authentication,6,kurosupo-register-1-1-faceAuthV4-20220410090350,,SEARCH_FACE_SUCCESS,4235252d-f365-4317-86bc-6bbc3270217c,0,0,0,,99.97775269,99,1,worker-AWS_FACE_REKOGNITION,,null
